B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92806,F,F,F,T,"Multi-pass membrane protein transporter,for potassium",KCNJ9,G protein-activated inward rectifier potassium channel 3,"G protein-activated inward rectifier potassium channel 3; G protein-coupled inward rectifier potassium channel; GIRK-3; GIRK3; Inward rectifier K(+) channel Kir3.3; inwardly rectifier K+ channel KIR3.3; IRK9; KCNJ9; KIR3.3; Potassium channel,inwardly rectifying subfamily J member 9; potassium inwardly rectifying channel subfamily J member 9; potassium inwardly-rectifying channel subfamily J9; potassium inwardly-rectifying channel,subfamily J,member 9; potassium voltage-gated channel subfamily J member 9",,"44,020","This receptor is controlled by G proteins. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised,the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium. Belongs to the inward rectifier-type potassium channel (TC 1.A.2.1) family. KCNJ9 subfamily.",http://www.phosphonet.ca/default.aspx?search=Q92806,,,,https://www.uniprot.org/uniprotkb/Q92806/entry,20271,https://www.phosphosite.org/proteinAction.action?id=20271&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14681,F,F,F,T,"Multi-pass membrane protein transporter,for potassium",KCTD2,BTB/POZ domain-containing protein KCTD2,BTB/POZ domain-containing protein KCTD2; KCTD2; KIAA0176; potassium channel tetramerisation domain containing 2; potassium channel tetramerization domain containing 2; Potassium channel tetramerization domain-containing protein 2,,"28,527",Component of potassium channel.,http://www.phosphonet.ca/default.aspx?search=Q14681,,,,https://www.uniprot.org/uniprotkb/Q14681/entry,15350913,https://www.phosphosite.org/proteinAction.action?id=15350913&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,F,F,T,T,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UHW9,F,F,F,T,"Multi-pass membrane protein transporter,for potassium and chloride",SLC12A6,Solute carrier family 12 member 6,"ACCPN; DKFZp434D2135; Electroneutral potassium-chloride cotransporter 3; K-Cl cotransporter 3; KCC3; KCC3A; KCC3B; potassium chloride cotransporter 3; potassium chloride cotransporter KCC3a-S3; potassium-chloride transporter-3a; potassium-chloride transporter-3b; S12A6; SLC12A6; solute carrier family 12 (potassium/chloride transporter),member 6; solute carrier family 12 (potassium/chloride transporters),member 6; Solute carrier family 12 member 6",,"127,617",Mediates electroneutral potassium-chloride cotransport. May be activated by cell swelling. May contribute to cell volume homeostasis in single cells. Belongs to the SLC12A transporter family.,http://www.phosphonet.ca/default.aspx?search=Q9UHW9,,,,https://www.uniprot.org/uniprotkb/Q9UHW9/entry,12461,https://www.phosphosite.org/proteinAction.action?id=12461&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y666,F,F,F,T,"Multi-pass membrane protein transporter,for potassium and chloride",SLC12A7,Solute carrier family 12 member 7,"DKFZp434F076; Electroneutral potassium-chloride cotransporter 4; K-Cl cotransporter 4; KCC4; potassium/chloride transporter KCC4; S12A7; SLC12A7; solute carrier family 12 (potassium/chloride transporter),member 7; solute carrier family 12 (potassium/chloride transporters),member 7; Solute carrier family 12 member 7; SUCO/SLC12A7 fusion",,"119,106",Mediates electroneutral potassium-chloride cotransport when activated by cell swelling. May mediate K(+) uptake into Deiters' cells in the cochlea and contribute to K(+) recycling in the inner ear. Important for the survival of cochlear outer and inner hair cells and the maintenance of the organ of Corti. May be required for basolateral Cl(-) extrusion in the kidney and contribute to renal acidification. Belongs to the SLC12A transporter family.,http://www.phosphonet.ca/default.aspx?search=Q9Y666,,,,https://www.uniprot.org/uniprotkb/Q9Y666/entry,12638,https://www.phosphosite.org/proteinAction.action?id=12638&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BXP2,F,F,F,T,"Multi-pass membrane protein transporter,for potassium and chloride",SLC12A9,Solute carrier family 12 member 9,"Cation-chloride cotransporter 6; Cation-chloride cotransporter-interacting protein 1; CCC-interacting protein 1; CCC6; CIP1; FLJ46905; hCCC6; hCIP1; Potassium-chloride transporter 9; S12A9; SLC12A9; solute carrier family 12 (potassium/chloride transporters),member 9; Solute carrier family 12 member 9; WO3.3",,"96,110","May be an inhibitor of SLC12A1. Seems to correspond to a subunit of a multimeric transport system and thus,additional subunits may be required for its function. Belongs to the SLC12A transporter family.",http://www.phosphonet.ca/default.aspx?search=Q9BXP2,,,,https://www.uniprot.org/uniprotkb/Q9BXP2/entry,3643498,https://www.phosphosite.org/proteinAction.action?id=3643498&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19634,F,F,F,T,"Multi-pass membrane protein transporter,for proton export and sodium import",SLC9A1,Sodium/hydrogen exchanger 1,"APNH; APNH1; FLJ42224; LIKNS; Na(+)/H(+) antiporter,amiloride-sensitive; Na(+)/H(+) exchanger 1; Na+/H+ antiporter,amiloride-sensitive; Na-Li countertransporter; Na/H+ exchanger; NHE-1; NHE1; PPP1R143; protein phosphatase 1,regulatory subunit 143; SL9A1; SLC9A1; Sodium/hydrogen exchanger 1; solute carrier family 9 (sodium/hydrogen exchanger),isoform 1 (antiporter,Na+/H+,amiloride sensitive); solute carrier family 9 (sodium/hydrogen exchanger),member 1; solute carrier family 9 (sodium/hydrogen exchanger),member 1 (antiporter,Na+/H+,amiloride sensitive); Solute carrier family 9 member 1; solute carrier family 9 member A1; solute carrier family 9,isoform A1; solute carrier family 9,subfamily A (NHE1,cation proton antiporter 1),member 1",,"90,763",Involved in pH regulation to eliminate acids generated by active metabolism or to counter adverse environmental conditions. Major proton extruding system driven by the inward sodium ion chemical gradient. Plays an important role in signal transduction. Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family.,http://www.phosphonet.ca/default.aspx?search=P19634,,,,https://www.uniprot.org/uniprotkb/P19634/entry,1013,https://www.phosphosite.org/proteinAction.action?id=1013&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y5Y9,F,F,F,T,"Multi-pass membrane protein transporter,for sodium",SCN10A,Sodium channel protein type 10 subunit alpha,"FEPS2; hPN3; Nav1.8; Peripheral nerve sodium channel 3; PN3; SCN10A; SCNAA; SNS; Sodium channel protein type 10 subunit alpha; Sodium channel protein type X subunit alpha; sodium channel,voltage-gated,type X,alpha polypeptide; sodium channel,voltage-gated,type X,alpha subunit; sodium voltage-gated channel alpha subunit 10; Voltage-gated sodium channel subunit alpha Nav1.8",,"220,626","Tetrodotoxin-resistant channel that mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane,the protein forms a sodium-selective channel through which sodium ions may pass in accordance with their electrochemical gradient. Plays a role in neuropathic pain mechanisms. Belongs to the sodium channel (TC 1.A.1.10) family. Nav1.8/SCN10A subfamily.",http://www.phosphonet.ca/default.aspx?search=Q9Y5Y9,,,,https://www.uniprot.org/uniprotkb/Q9Y5Y9/entry,18840,https://www.phosphosite.org/proteinAction.action?id=18840&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UI33,F,F,F,T,"Multi-pass membrane protein transporter,for sodium",SCN11A,Sodium channel protein type 11 subunit alpha,"FEPS3; hNaN; HSAN7; NaN; NAV1.9; Peripheral nerve sodium channel 5; PN5; SCN11A; SCN12A; SCNBA; Sensory neuron sodium channel 2; SNS-2; SNS2; Sodium channel protein type 11 subunit alpha; Sodium channel protein type XI subunit alpha; sodium channel,voltage-gated,type XI,alpha polypeptide; sodium channel,voltage-gated,type XI,alpha subunit; sodium channel,voltage-gated,type XII,alpha polypeptide; sodium voltage-gated channel alpha subunit 11; voltage-gated sodium channel Nav1.9; Voltage-gated sodium channel subunit alpha Nav1.9",,"204,922","SCN11A mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane,the protein forms a sodium-selective channel through which sodium ions may pass in accordance with their electrochemical gradient. It is a tetrodotoxin-resistant sodium channel isoform. Also involved,with the contribution of the receptor tyrosine kinase NTRK2,in rapid BDNF-evoked neuronal depolarization. Belongs to the sodium channel (TC 1.A.1.10) family. Nav1.9/SCN11A subfamily. ",http://www.phosphonet.ca/default.aspx?search=Q9UI33,,,,https://www.uniprot.org/uniprotkb/Q9UI33/entry,12637,https://www.phosphosite.org/proteinAction.action?id=12637&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NY46,F,F,F,T,"Multi-pass membrane protein transporter,for sodium",SCN3A,Sodium channel protein type 3 subunit alpha,"Brain III voltage-gated sodium channel; EIEE62; FFEVF4; KIAA1356; NAC3; Nav1.3; SCN3A; sodium channel protein brain III subunit alpha; Sodium channel protein type 3 subunit alpha; sodium channel protein type III subunit alpha; sodium channel,voltage gated,type III alpha subunit; sodium channel,voltage-gated,type III,alpha; sodium channel,voltage-gated,type III,alpha polypeptide; sodium channel,voltage-gated,type III,alpha subunit; sodium voltage-gated channel alpha subunit 3; Voltage-gated sodium channel alpha subunit splice variant SCN3A-s; voltage-gated sodium channel subtype III; voltage-gated sodium channel subunit alpha Nav1.3",,"226,294","Mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane,forms a sodium-selective channel through which Na(+) ions may pass in accordance with their electrochemical gradient. May contribute to the regulation of serotonin/5-hydroxytryptamine release by enterochromaffin cells. In pancreatic endocrine cells,required for both glucagon and glucose-induced insulin secretion. Belongs to the sodium channel (TC 1.A.1.10) family. Nav1.3/SCN3A subfamily.",http://www.phosphonet.ca/default.aspx?search=Q9NY46,,,,https://www.uniprot.org/uniprotkb/Q9NY46/entry,21598,https://www.phosphosite.org/proteinAction.action?id=21598&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UQD0,F,F,T,F,"Multi-pass membrane protein transporter,for sodium",SCN8A,Sodium channel protein type 8 subunit alpha,"BFIS5; CerIII; CIAT; EIEE13; hNa6/Scn8a voltage-gated sodium channel; MED; motor endplate disease; MYOCL2; NaCh6; Nav1.6; PN4; SCN8A; Sodium channel protein type 8 subunit alpha; Sodium channel protein type VIII subunit alpha; sodium channel,voltage gated,type VIII,alpha subunit; sodium voltage-gated channel alpha subunit 8; Voltage-gated sodium channel subunit alpha Nav1.6; voltage-gated sodium channel type VIII alpha protein",,"225,280","Mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane,the protein forms a sodium-selective channel through which Na(+) ions may pass in accordance with their electrochemical gradient. In macrophages and melanoma cells,isoform 5 may participate in the control of podosome and invadopodia formation. Belongs to the sodium channel (TC 1.A.1.10) family. Nav1.6/SCN8A subfamily.",http://www.phosphonet.ca/default.aspx?search=Q9UQD0,,,,https://www.uniprot.org/uniprotkb/Q9UQD0/entry,7826,https://www.phosphosite.org/proteinAction.action?id=7826&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,Regulatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q08357,F,F,F,T,"Multi-pass membrane protein transporter,for sodium and phosphate",SLC20A2,Sodium-dependent phosphate transporter 2,"epididymis secretory sperm binding protein; Gibbon ape leukemia virus receptor 2; GLVR-2; GLVR2; hPit2; IBGC1; IBGC2; IBGC3; MLVAR; murine leukemia virus,amphotropic; murine leukemia virus,amphotropic,receptor for; Phosphate transporter 2; PiT-2; PIT2; Ram-1; RAM1; receptor; S20A2; SLC20A2; Sodium-dependent phosphate transporter 2; solute carrier family 20 (phosphate transporter),member 2; Solute carrier family 20 member 2",,"70,392","Sodium-phosphate symporter which seems to play a fundamental housekeeping role in phosphate transport by absorbing phosphate from interstitial fluid for normal cellular functions such as cellular metabolism,signal transduction,and nucleic acid and lipid synthesis. In vitro,sodium-dependent phosphate uptake is not significantly affected by acidic and alkaline conditions,however sodium-independent phosphate uptake occurs at acidic conditions. May play a role in extracellular matrix,cartilage and vascular calcification. Functions as a retroviral receptor and confers human cells susceptibility to infection to amphotropic murine leukemia virus (A-MuLV),10A1 murine leukemia virus (10A1 MLV) and some feline leukemia virus subgroup B (FeLV-B) variants. Belongs to the inorganic phosphate transporter (PiT) (TC 2.A.20) family.",http://www.phosphonet.ca/default.aspx?search=Q08357,,,,https://www.uniprot.org/uniprotkb/Q08357/entry,6860,https://www.phosphosite.org/proteinAction.action?id=6860&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WV83,F,F,F,T,"Multi-pass membrane protein transporter,for solute",SLC35F5,Solute carrier family 35 member F5,"FLJ22004; HCV NS5A-transactivated protein 3; Hepatitis C virus NS5A-transactivated protein 3; NS5ATP3; S35F5; SLC35F5; Solute carrier family 35 member F5; solute carrier family 35,member F5",,"58,887",Putative solute transporter. Belongs to the SLC35F solute transporter family.,http://www.phosphonet.ca/default.aspx?search=Q8WV83,,,,https://www.uniprot.org/uniprotkb/Q8WV83/entry,5119721,https://www.phosphosite.org/proteinAction.action?id=5119721&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O60779,F,F,F,T,"Multi-pass membrane protein transporter,for thiamine",SLC19A2,Thiamine transporter 1,"High affinity thiamine transporter; reduced folate carrier protein (RFC) like; S19A2; SLC19A2; solute carrier family 19 (thiamine transporter),member 2; Solute carrier family 19 member 2; TC1; Thiamine carrier 1; Thiamine transporter 1; THMD1; THT1; ThTr-1; ThTr1; TRMA",,"55,400",High-affinity transporter for the intake of thiamine. Belongs to the reduced folate carrier (RFC) transporter (TC 2.A.48) family.,http://www.phosphonet.ca/default.aspx?search=O60779,,,,https://www.uniprot.org/uniprotkb/O60779/entry,1209052,https://www.phosphosite.org/proteinAction.action?id=1209052&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,Regulatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y6M5,F,F,F,T,"Multi-pass membrane protein transporter,for zinc",SLC30A1,Proton-coupled zinc antiporter SLC30A1,"Proton-coupled zinc antiporter SLC30A1; SLC30A1; solute carrier family 30 (zinc transporter),member 1; Solute carrier family 30 member 1; Zinc transporter 1; ZnT-1; ZNT1; ZRC1",,"55,300",SLC30A1 may be involved in zinc transport out of the cell. Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family. SLC30A subfamily.,http://www.phosphonet.ca/default.aspx?search=Q9Y6M5,,,,https://www.uniprot.org/uniprotkb/Q9Y6M5/entry,16892,https://www.phosphosite.org/proteinAction.action?id=16892&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BRI3,F,F,F,T,"Multi-pass membrane protein transporter,for zinc",SLC30A2,Proton-coupled zinc antiporter SLC30A2,"PP12488; Proton-coupled zinc antiporter SLC30A2; SLC30A2; SLC30A2 iso2; solute carrier family 30 (zinc transporter),member 2; Solute carrier family 30 member 2; solute carrier family 30,member 2; TNZD; Zinc transporter 2; ZnT-2; ZNT2",,"40,564",Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family. SLC30A subfamily.,http://www.phosphonet.ca/default.aspx?search=Q9BRI3,,,,https://www.uniprot.org/uniprotkb/Q9BRI3/entry,33695802,https://www.phosphosite.org/proteinAction.action?id=33695802&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
